"Sepal.Length","Sepal.Width","Petal.Length","Petal.Width"
5.8,2.88376378121879,4.47899384948385,1.38868364357864
5.5,2.87222003871945,3.81823016261517,1.2420879004329
5,3.11701522645054,1.56467466122972,0.262473208556151
5.9,3.04927841713842,4.69414150358453,1.50782476930362
6.7,3.0545151925199,4.99315256763704,1.77042619047619
7.4,2.93928714285714,5.99869622322121,1.879933001443
6.4,2.96152442279943,5.21832652751485,2.00621468040559
6.3,2.85220972957985,4.94861434620934,1.67084464646464
5.4,3.55773458263958,1.57745712842713,0.315115238095238
6.3,2.85220972957985,4.94861434620934,1.67084464646464
5.8,2.88376378121879,4.47899384948385,1.38868364357864
4.6,3.31116092185592,1.62002968253968,0.290123650793651
6.9,3.12073755411254,5.13195074945523,2.07536706349206
5.7,3.10471928210678,4.24161887133334,1.34494110787905
7.2,3.24091904761905,5.78281793995908,1.98500709346209
5,3.11701522645054,1.56467466122972,0.262473208556151
5.6,2.81798605894106,4.42151399178479,1.3609721028971
6.7,3.0545151925199,4.99315256763704,1.77042619047619
6.3,2.85220972957985,4.94861434620934,1.67084464646464
5.4,3.55773458263958,1.57745712842713,0.315115238095238
5.4,3.55773458263958,1.57745712842713,0.315115238095238
5.7,3.10471928210678,4.24161887133334,1.34494110787905
5.1,3.47096205319105,1.45397289321789,0.26188983044733
5.5,2.87222003871945,3.81823016261517,1.2420879004329
5.5,2.87222003871945,3.81823016261517,1.2420879004329
6.9,3.12073755411254,5.13195074945523,2.07536706349206
6.4,2.96152442279943,5.21832652751485,2.00621468040559
6.3,2.85220972957985,4.94861434620934,1.67084464646464
5.1,3.47096205319105,1.45397289321789,0.26188983044733
4.9,2.94935309523809,1.88630799422799,0.265564747474748
6.7,3.0545151925199,4.99315256763704,1.77042619047619
5.1,3.47096205319105,1.45397289321789,0.26188983044733
6.1,2.85747452214452,4.54316392884893,1.39832766233766
5.5,2.87222003871945,3.81823016261517,1.2420879004329
5,3.11701522645054,1.56467466122972,0.262473208556151
5.1,3.47096205319105,1.45397289321789,0.26188983044733
5,3.11701522645054,1.56467466122972,0.262473208556151
5.3,3.59337452380954,1.51899095238095,0.216715595238096
5.8,2.88376378121879,4.47899384948385,1.38868364357864
6,2.7229688961039,4.87579298590298,1.69558746031746
5.5,2.87222003871945,3.81823016261517,1.2420879004329
4.9,2.94935309523809,1.88630799422799,0.265564747474748
6.5,2.9938229020979,5.29240468768801,2.00495486078077
6,2.7229688961039,4.87579298590298,1.69558746031746
6.7,3.0545151925199,4.99315256763704,1.77042619047619
6.3,2.85220972957985,4.94861434620934,1.67084464646464
7.9,3.49600317460316,5.64251896825397,2.15270997835498
5,3.11701522645054,1.56467466122972,0.262473208556151
6.1,2.85747452214452,4.54316392884893,1.39832766233766
4.6,3.31116092185592,1.62002968253968,0.290123650793651
6.5,2.9938229020979,5.29240468768801,2.00495486078077
6.3,2.85220972957985,4.94861434620934,1.67084464646464
4.9,2.94935309523809,1.88630799422799,0.265564747474748
5.9,3.04927841713842,4.69414150358453,1.50782476930362
5.4,3.55773458263958,1.57745712842713,0.315115238095238
5.7,3.10471928210678,4.24161887133334,1.34494110787905
7.2,3.24091904761905,5.78281793995908,1.98500709346209
6.3,2.85220972957985,4.94861434620934,1.67084464646464
6.4,2.96152442279943,5.21832652751485,2.00621468040559
4.8,3.17357698412699,1.54519402942517,0.196852760850262
5.1,3.47096205319105,1.45397289321789,0.26188983044733
5.7,3.10471928210678,4.24161887133334,1.34494110787905
5.5,2.87222003871945,3.81823016261517,1.2420879004329
4.6,3.31116092185592,1.62002968253968,0.290123650793651
5.7,3.10471928210678,4.24161887133334,1.34494110787905
6.7,3.0545151925199,4.99315256763704,1.77042619047619
5.9,3.04927841713842,4.69414150358453,1.50782476930362
6.3,2.85220972957985,4.94861434620934,1.67084464646464
6.6,2.95717650793651,4.97278992578325,1.73784903438495
5.7,3.10471928210678,4.24161887133334,1.34494110787905
5.9,3.04927841713842,4.69414150358453,1.50782476930362
4.6,3.31116092185592,1.62002968253968,0.290123650793651
4.4,2.94483944444444,1.51243743145743,0.206177103174604
5.5,2.87222003871945,3.81823016261517,1.2420879004329
5.8,2.88376378121879,4.47899384948385,1.38868364357864
6.8,3.01088452380952,5.21057357657689,2.10077557506648
6.3,2.85220972957985,4.94861434620934,1.67084464646464
6.7,3.0545151925199,4.99315256763704,1.77042619047619
6,2.7229688961039,4.87579298590298,1.69558746031746
6.3,2.85220972957985,4.94861434620934,1.67084464646464
5,3.11701522645054,1.56467466122972,0.262473208556151
6.8,3.01088452380952,5.21057357657689,2.10077557506648
5.2,3.43490300144301,1.60245160616903,0.288638742076637
4.6,3.31116092185592,1.62002968253968,0.290123650793651
6.3,2.85220972957985,4.94861434620934,1.67084464646464
4.6,3.31116092185592,1.62002968253968,0.290123650793651
5.5,2.87222003871945,3.81823016261517,1.2420879004329
6.5,2.9938229020979,5.29240468768801,2.00495486078077
5,3.11701522645054,1.56467466122972,0.262473208556151
7.2,3.24091904761905,5.78281793995908,1.98500709346209
5,3.11701522645054,1.56467466122972,0.262473208556151
6.9,3.12073755411254,5.13195074945523,2.07536706349206
5,3.11701522645054,1.56467466122972,0.262473208556151
6,2.7229688961039,4.87579298590298,1.69558746031746
6.3,2.85220972957985,4.94861434620934,1.67084464646464
5.7,3.10471928210678,4.24161887133334,1.34494110787905
5,3.11701522645054,1.56467466122972,0.262473208556151
5,3.11701522645054,1.56467466122972,0.262473208556151
6.3,2.85220972957985,4.94861434620934,1.67084464646464
6.9,3.12073755411254,5.13195074945523,2.07536706349206
7.2,3.24091904761905,5.78281793995908,1.98500709346209
5.5,2.87222003871945,3.81823016261517,1.2420879004329
6.5,2.9938229020979,5.29240468768801,2.00495486078077
5,3.11701522645054,1.56467466122972,0.262473208556151
4.6,3.31116092185592,1.62002968253968,0.290123650793651
5.1,3.47096205319105,1.45397289321789,0.26188983044733
5,3.11701522645054,1.56467466122972,0.262473208556151
7.9,3.49600317460316,5.64251896825397,2.15270997835498
5.5,2.87222003871945,3.81823016261517,1.2420879004329
6.7,3.0545151925199,4.99315256763704,1.77042619047619
7.7,3.04646024531025,6.16530495068023,2.10340092249683
5.6,2.81798605894106,4.42151399178479,1.3609721028971
6.6,2.95717650793651,4.97278992578325,1.73784903438495
4.9,2.94935309523809,1.88630799422799,0.265564747474748
5.7,3.10471928210678,4.24161887133334,1.34494110787905
6,2.7229688961039,4.87579298590298,1.69558746031746
5.1,3.47096205319105,1.45397289321789,0.26188983044733
5.8,2.88376378121879,4.47899384948385,1.38868364357864
4.5,2.74591476190476,2.19615928571428,0.349185396825396
5.5,2.87222003871945,3.81823016261517,1.2420879004329
5.6,2.81798605894106,4.42151399178479,1.3609721028971
4.8,3.17357698412699,1.54519402942517,0.196852760850262
6,2.7229688961039,4.87579298590298,1.69558746031746
5,3.11701522645054,1.56467466122972,0.262473208556151
5.4,3.55773458263958,1.57745712842713,0.315115238095238
6.9,3.12073755411254,5.13195074945523,2.07536706349206
6.8,3.01088452380952,5.21057357657689,2.10077557506648
6.1,2.85747452214452,4.54316392884893,1.39832766233766
6.1,2.85747452214452,4.54316392884893,1.39832766233766
5,3.11701522645054,1.56467466122972,0.262473208556151
5.5,2.87222003871945,3.81823016261517,1.2420879004329
6.9,3.12073755411254,5.13195074945523,2.07536706349206
6.5,2.9938229020979,5.29240468768801,2.00495486078077
4.3,2.93647285714286,1.44238743145743,0.187213722943723
6,2.7229688961039,4.87579298590298,1.69558746031746
6.1,2.85747452214452,4.54316392884893,1.39832766233766
4.9,2.94935309523809,1.88630799422799,0.265564747474748
5.7,3.10471928210678,4.24161887133334,1.34494110787905
5.1,3.47096205319105,1.45397289321789,0.26188983044733
6.3,2.85220972957985,4.94861434620934,1.67084464646464
5.5,2.87222003871945,3.81823016261517,1.2420879004329
6.4,2.96152442279943,5.21832652751485,2.00621468040559
5.6,2.81798605894106,4.42151399178479,1.3609721028971
5,3.11701522645054,1.56467466122972,0.262473208556151
6.4,2.96152442279943,5.21832652751485,2.00621468040559
5.5,2.87222003871945,3.81823016261517,1.2420879004329
6.2,2.82084697524697,4.73196666189246,1.4369770581998
6.7,3.0545151925199,4.99315256763704,1.77042619047619
6.9,3.12073755411254,5.13195074945523,2.07536706349206
6,2.7229688961039,4.87579298590298,1.69558746031746
